IP,Harmless,Malicious,Suspicious,Timeout,Undetected
49.207.184.137,64,1,0,0,23
46.71.174.132,63,0,1,0,24
46.98.204.56,60,6,1,0,21
46.71.84.178,63,0,1,0,24
46.71.26.84,63,0,1,0,24
46.70.4.143,63,0,1,0,24
46.70.84.79,63,0,1,0,24
49.144.194.71,62,1,0,0,25
46.72.73.105,63,0,1,0,24
46.71.65.188,64,0,1,0,23
46.149.184.14,0,0,0,0,87
46.72.54.250,63,0,1,0,24
46.185.239.5,64,0,1,0,23
46.70.250.147,63,0,1,0,24
46.57.115.143,63,2,1,0,22
46.130.1.134,63,0,1,0,24
46.71.142.133,64,0,1,0,23
46.100.175.253,63,0,1,0,24
46.71.233.117,63,0,1,0,24
46.51.218.71,63,1,1,0,23
46.33.222.241,0,0,0,0,87
46.70.236.111,0,0,0,0,87
46.71.131.122,63,0,1,0,24
46.175.98.11,0,0,0,0,87
45.64.239.182,0,0,0,0,87
43.228.130.169,62,1,2,0,23
42.119.30.70,64,0,0,0,24
42.115.169.229,0,0,0,0,87
41.74.140.185,63,1,0,0,24
42.239.152.246,60,4,0,0,24
42.113.97.218,62,5,0,0,21
41.238.246.238,0,0,0,0,87
41.72.105.130,62,1,1,0,24
42.113.188.145,64,0,2,0,22
37.114.175.4,0,0,0,0,87
41.233.252.193,64,0,1,0,23
41.232.231.88,64,0,1,0,23
41.129.13.243,63,0,1,0,24
37.114.167.149,0,0,0,0,87
41.77.209.15,61,3,1,0,23
39.33.25.94,0,0,0,0,87
41.200.203.220,63,0,1,0,24
39.33.233.208,0,0,0,0,87
37.114.136.15,0,0,0,0,87
39.42.146.120,63,0,1,0,24
39.40.98.94,63,0,1,0,24
37.114.134.250,63,0,1,0,24
36.225.148.145,0,0,0,0,87
36.237.167.133,0,0,0,0,87
36.224.156.58,58,5,2,0,23
36.224.81.213,63,1,0,0,24
31.171.155.102,0,0,0,0,87
31.170.175.237,60,5,1,0,22
36.232.89.119,63,1,0,0,24
31.166.139.119,0,0,0,0,87
36.238.5.57,0,0,0,0,87
31.181.130.248,0,0,0,0,87
27.7.216.149,63,0,1,0,24
27.7.216.128,63,0,1,0,24
31.16.91.225,62,1,0,0,25
31.23.110.185,62,2,0,0,24
27.79.75.112,63,1,1,0,23
27.72.76.10,64,1,0,0,23
31.134.240.48,63,0,1,0,24
27.79.209.40,63,0,1,0,24
27.6.216.55,64,0,1,0,23
27.78.40.57,0,0,0,0,87
27.6.204.55,58,5,1,0,24
27.6.216.144,63,1,1,0,23
27.2.115.84,65,1,0,0,22
27.6.216.19,64,0,1,0,23
27.254.41.5,58,9,1,0,20
27.227.186.160,0,0,0,0,87
27.17.34.234,59,5,1,0,23
27.254.142.31,0,0,0,0,87
223.240.85.75,56,12,1,0,19
222.253.182.135,62,2,1,0,23
222.254.149.100,64,0,1,0,23
222.124.113.18,0,0,0,0,87
221.212.178.157,62,1,0,0,25
220.143.9.92,0,0,0,0,87
220.143.22.166,63,1,0,0,24
220.135.249.206,64,2,0,0,22
220.136.186.156,60,5,0,0,23
219.85.237.136,62,1,1,0,24
220.134.90.231,54,13,1,0,20
220.142.228.215,0,0,0,0,87
220.142.160.139,0,0,0,0,87
220.134.209.246,62,4,0,0,22
218.29.112.130,61,2,1,0,24
213.80.203.243,0,0,0,0,87
218.161.53.31,59,5,2,0,22
218.173.85.39,0,0,0,0,87
218.250.245.3,62,0,0,0,26
217.66.152.128,0,0,0,0,87
210.56.26.113,54,12,2,0,20
212.36.28.70,59,5,1,0,23
212.107.140.2,63,1,0,0,24
212.156.86.62,63,1,0,0,24
210.89.62.169,60,4,0,0,24
213.242.42.245,63,0,1,0,24
213.167.223.58,61,1,0,0,26
209.141.43.173,62,4,1,0,21
210.89.63.5,63,1,0,0,24
213.167.211.138,0,0,0,0,87
202.83.57.56,0,0,0,0,87
202.83.56.8,64,0,0,0,24
202.176.184.161,0,0,0,0,87
202.83.56.148,62,2,0,0,24
203.115.85.76,0,0,0,0,87
202.142.125.200,0,0,0,0,87
202.142.90.46,63,1,0,0,24
202.164.139.14,0,0,0,0,87
203.73.34.18,0,0,0,0,87
203.73.105.211,0,0,0,0,87
203.115.119.18,63,3,2,0,20
202.89.73.138,63,1,1,0,23
2.192.134.22,0,0,0,0,87
201.76.5.13,64,0,1,0,23
2.194.6.100,63,1,0,0,24
201.220.190.254,0,0,0,0,87
200.161.220.14,63,1,1,0,23
2.92.237.166,63,0,1,0,24
2.40.63.222,55,12,1,0,20
201.140.122.13,60,4,2,0,22
200.93.80.29,63,0,1,0,24
2.193.198.117,63,2,0,0,23
2.192.70.48,0,0,0,0,87
200.93.108.125,62,2,1,0,23
200.27.140.130,63,4,0,0,21
201.191.196.6,62,3,0,0,23
2.192.226.10,49,0,0,0,40
2.192.226.204,62,1,0,0,25
2.192.32.76,64,0,0,0,24
2.179.81.45,63,0,1,0,24
194.125.225.210,0,0,0,0,87
2.140.97.77,0,0,0,0,87
2.181.250.84,64,0,1,0,23
198.199.114.53,58,9,0,0,21
198.199.98.117,58,6,2,0,22
194.44.26.254,0,0,0,0,87
194.44.26.226,0,0,0,0,87
191.5.238.188,63,1,0,0,24
196.219.235.42,62,2,1,0,23
195.175.109.150,0,0,0,0,87
192.241.220.23,62,3,2,0,21
190.144.61.51,63,1,0,0,24
190.36.3.145,63,1,1,0,23
190.219.16.202,64,0,0,0,24
190.7.20.162,0,0,0,0,87
190.196.234.3,60,3,1,0,24
190.141.164.140,63,0,1,0,24
190.77.219.24,0,0,0,0,87
190.99.94.66,60,4,1,0,23
190.232.70.241,0,0,0,0,87
190.99.94.207,63,1,1,0,23
190.51.97.67,63,0,1,0,24
190.249.214.33,63,0,1,0,24
190.51.71.146,61,2,1,0,24
190.239.247.10,64,0,1,0,23
189.111.19.110,0,0,0,0,87
189.79.71.150,64,0,1,0,23
189.15.67.238,0,0,0,0,87
189.41.6.117,0,0,0,0,87
188.59.156.18,63,1,1,0,23
188.164.220.196,64,0,1,0,23
189.15.171.37,0,0,0,0,87
189.69.216.183,62,3,0,0,23
189.217.192.53,63,0,1,0,24
189.234.89.171,0,0,0,0,87
188.49.236.109,63,0,1,0,24
189.174.120.134,62,4,1,0,21
188.48.168.15,63,1,0,0,24
187.37.189.233,64,1,1,0,22
186.37.207.17,64,1,0,0,23
186.37.120.212,0,0,0,0,87
187.23.14.109,55,10,1,0,22
187.27.240.7,63,1,0,0,24
187.27.213.245,62,1,0,0,25
186.89.176.66,63,1,0,0,24
188.143.48.249,62,1,0,0,25
187.27.194.181,0,0,0,0,87
187.75.13.33,63,2,1,0,22
186.89.124.35,63,1,0,0,24
187.74.108.90,61,1,2,0,24
187.16.154.231,63,0,1,0,24
186.140.134.225,64,0,1,0,23
186.143.1.30,63,0,1,0,24
187.13.7.131,0,0,0,0,87
186.206.150.168,61,4,0,0,23
186.50.129.139,0,0,0,0,87
186.141.7.250,0,0,0,0,87
186.142.134.6,0,0,0,0,87
186.219.255.16,0,0,0,0,87
186.142.135.44,0,0,0,0,87
186.141.1.120,63,0,1,0,24
186.140.134.111,64,0,1,0,23
186.143.5.153,0,0,0,0,87
186.10.62.179,63,0,1,0,24
186.140.1.52,0,0,0,0,87
186.10.26.26,62,1,1,0,24
186.142.134.222,0,0,0,0,87
186.9.239.190,0,0,0,0,87
186.142.134.188,0,0,0,0,87
186.9.239.203,0,0,0,0,87
186.46.136.214,64,2,0,0,22
186.142.135.181,62,1,0,0,25
186.140.1.129,63,0,1,0,24
186.140.135.239,65,1,0,0,22
186.140.135.31,0,0,0,0,87
186.140.1.130,63,0,1,0,24
186.140.1.112,63,0,1,0,24
186.141.7.127,64,2,1,0,21
186.142.133.185,0,0,0,0,87
186.210.63.9,0,0,0,0,87
186.140.0.53,64,0,1,0,23
186.140.0.230,63,0,1,0,24
186.143.3.216,62,1,0,0,25
186.140.0.158,63,0,1,0,24
186.140.0.133,63,0,1,0,24
186.142.135.101,63,0,1,0,24
186.224.164.154,59,5,2,0,22
183.250.42.47,64,2,1,0,21
185.106.144.10,63,1,1,0,23
183.88.80.183,61,1,0,0,26
183.82.33.78,60,3,1,0,24
183.82.205.110,63,1,0,0,24
182.177.194.120,59,5,1,0,23
182.177.136.100,63,0,1,0,24
182.177.241.248,59,4,1,0,24
182.177.128.238,63,0,1,0,24
182.177.168.182,64,0,1,0,23
182.240.227.236,62,1,1,0,24
182.177.228.201,63,0,1,0,24
182.177.224.116,64,0,1,0,23
182.177.212.149,60,5,1,0,22
182.177.160.99,63,0,1,0,24
182.177.204.130,63,0,1,0,24
182.177.144.28,63,0,1,0,24
181.48.116.115,61,3,1,0,23
181.64.13.140,0,0,0,0,87
181.17.27.194,0,0,0,0,87
181.82.231.114,0,0,0,0,87
181.0.4.70,0,0,0,0,87
181.0.9.150,0,0,0,0,87
181.0.8.84,0,0,0,0,87
181.0.8.192,0,0,0,0,87
181.0.27.139,0,0,0,0,87
181.0.28.70,0,0,0,0,87
180.246.181.197,64,1,1,0,22
180.242.18.193,0,0,0,0,87
181.0.16.21,0,0,0,0,87
181.0.1.100,63,1,0,0,24
180.253.166.104,64,1,0,0,23
180.123.156.215,56,8,1,0,23
178.72.78.206,63,2,1,0,22
178.72.78.166,63,1,1,0,23
178.72.77.149,64,0,1,0,23
178.72.77.161,63,2,0,0,23
178.44.11.155,63,0,1,0,24
178.72.75.76,61,3,1,0,23
178.72.75.52,64,0,1,0,23
178.217.206.195,0,0,0,0,87
178.72.75.54,63,1,0,0,24
178.72.78.106,64,1,1,0,22
178.72.71.4,62,1,0,0,25
178.90.12.23,64,0,1,0,23
178.72.81.189,64,0,1,0,23
178.205.12.156,0,0,0,0,87
178.72.77.82,63,0,1,0,24
178.72.69.9,63,1,0,0,24
178.72.81.216,62,2,1,0,23
178.72.81.19,63,0,1,0,24
178.72.70.117,62,1,0,0,25
178.72.77.86,61,1,0,0,26
178.72.68.249,64,1,0,0,23
178.72.78.104,62,1,1,0,24
178.205.35.51,64,0,1,0,23
178.72.70.11,64,1,0,0,23
178.72.68.219,60,2,1,0,25
178.72.68.190,63,0,1,0,24
178.72.77.101,59,5,1,0,23
178.72.77.59,62,2,0,0,24
178.147.19.177,0,0,0,0,87
178.46.211.109,63,0,1,0,24
178.204.137.178,0,0,0,0,87
178.72.81.136,62,1,1,0,24
178.72.75.231,62,1,0,0,25
178.72.77.43,65,0,0,0,23
178.72.69.24,64,0,1,0,23
178.72.75.211,60,2,1,0,25
178.72.68.132,61,4,1,0,22
178.72.81.185,62,1,1,0,24
178.72.68.110,62,4,0,0,22
178.72.68.114,64,1,0,0,23
178.72.76.237,64,1,0,0,23
178.72.71.15,64,0,1,0,23
178.214.184.2,52,14,2,0,20
178.72.78.77,62,3,0,0,23
178.204.0.60,64,0,1,0,23
178.72.81.117,65,0,0,0,23
178.214.164.240,0,0,0,0,87
178.72.77.213,60,4,0,0,24
178.72.81.10,64,0,1,0,23
178.72.76.42,65,1,0,0,22
178.72.75.134,63,1,0,0,24
178.72.68.108,63,0,1,0,24
178.72.76.226,64,1,0,0,23
178.72.71.135,64,1,0,0,23
178.72.70.96,60,4,0,0,24
178.72.68.1,63,1,1,0,23
178.72.69.122,63,1,1,0,23
178.72.78.246,63,0,1,0,24
177.9.224.19,63,0,1,0,24
178.72.78.71,62,3,1,0,22
178.72.70.37,61,3,0,0,24
178.72.76.188,63,1,0,0,24
178.72.70.61,63,0,1,0,24
178.44.245.36,64,0,1,0,23
178.72.76.186,63,0,1,0,24
178.44.249.135,63,0,1,0,24
178.44.228.75,64,0,1,0,23
178.72.69.110,64,2,1,0,21
178.173.142.117,62,2,0,0,24
178.72.68.81,62,2,0,0,24
178.44.171.12,64,0,1,0,23
178.173.196.186,63,1,1,0,23
178.218.104.252,0,0,0,0,87
178.206.10.102,64,0,1,0,23
177.39.230.88,0,0,0,0,87
177.20.166.83,62,5,3,0,18
177.84.41.92,62,2,0,0,24
177.106.165.35,0,0,0,0,87
177.106.235.65,0,0,0,0,87
177.106.5.168,63,1,0,0,24
177.106.166.128,0,0,0,0,87
177.106.235.228,63,2,0,0,23
177.106.128.237,63,1,1,0,23
177.106.121.206,0,0,0,0,87
177.105.224.111,63,0,1,0,24
177.191.207.250,0,0,0,0,87
175.107.2.211,61,5,1,0,21
175.182.109.94,63,1,1,0,23
176.8.16.206,64,0,1,0,23
175.107.2.210,60,4,1,0,23
175.107.14.26,63,0,1,0,24
175.137.182.94,63,0,1,0,24
175.107.1.223,59,6,1,0,22
175.107.11.211,62,2,1,0,23
175.140.230.152,63,2,0,0,23
175.107.11.155,60,4,1,0,23
175.107.13.214,56,8,1,0,23
175.107.2.6,61,4,1,0,22
175.107.1.79,59,5,2,0,22
171.229.86.16,62,1,1,0,24
175.107.0.85,60,4,2,0,22
171.237.86.103,0,0,0,0,87
171.226.177.37,64,1,0,0,23
171.226.168.150,62,1,0,0,25
171.236.38.54,64,1,0,0,23
173.249.18.113,59,7,2,0,20
171.241.225.182,63,0,1,0,24
164.132.113.57,58,8,0,0,22
154.72.169.206,0,0,0,0,87
154.72.171.234,59,0,0,0,29
151.31.14.80,0,0,0,0,87
154.72.168.218,0,0,0,0,87
150.185.252.222,56,10,2,0,20
151.80.29.232,62,3,0,0,23
14.97.218.174,57,9,0,0,22
14.181.228.107,62,1,0,0,25
14.186.173.66,62,1,0,0,25
14.189.91.225,63,1,0,0,24
14.186.41.224,63,1,0,0,24
14.102.20.214,64,0,1,0,23
14.169.2.201,63,1,0,0,24
14.172.178.125,63,0,1,0,24
14.194.238.230,63,0,1,0,24
14.177.154.48,0,0,0,0,87
14.192.208.212,64,1,1,0,22
14.160.70.182,57,8,1,0,22
14.170.159.223,63,1,0,0,24
14.175.24.84,64,0,1,0,23
128.71.181.9,0,0,0,0,87
125.45.88.14,63,1,1,0,23
125.75.37.98,63,0,0,0,25
125.42.214.117,0,0,0,0,87
125.42.215.240,0,0,0,0,87
125.42.215.90,0,0,0,0,87
125.227.234.187,61,3,0,0,24
125.228.68.53,54,12,2,0,20
125.229.88.18,61,2,0,0,25
125.224.167.122,0,0,0,0,87
125.26.162.204,62,1,0,0,25
125.228.170.125,64,1,0,0,23
124.31.104.236,63,0,1,0,24
125.231.160.162,0,0,0,0,87
125.228.144.245,62,4,1,0,21
124.31.107.234,64,0,1,0,23
124.234.246.154,57,8,1,0,22
124.106.226.35,62,1,1,0,24
124.44.90.184,0,0,0,0,87
124.106.227.70,54,11,2,0,21
124.248.174.106,0,0,0,0,87
123.26.16.117,64,0,1,0,23
124.227.218.51,0,0,0,0,87
122.118.65.75,0,0,0,0,87
122.121.74.117,0,0,0,0,87
123.194.32.138,64,0,0,0,24
122.236.203.141,0,0,0,0,87
123.204.6.71,0,0,0,0,87
123.21.141.18,63,1,0,0,24
123.21.233.207,62,1,0,0,25
123.185.223.254,0,0,0,0,87
123.185.223.11,63,1,0,0,24
121.236.107.34,63,1,1,0,23
122.194.11.79,60,5,2,0,21
120.59.41.165,64,0,1,0,23
120.57.117.227,63,0,1,0,24
119.234.20.97,64,0,1,0,23
119.228.135.144,0,0,0,0,87
118.160.99.63,0,0,0,0,87
118.160.214.92,0,0,0,0,87
118.170.37.23,63,1,0,0,24
118.172.144.193,63,1,0,0,25
118.70.187.90,0,0,0,0,87
118.96.148.217,0,0,0,0,87
118.168.161.73,0,0,0,0,87
117.80.17.138,63,2,1,0,22
118.167.198.79,0,0,0,0,87
117.253.244.31,0,0,0,0,87
117.253.244.222,0,0,0,0,87
117.6.127.31,0,0,0,0,87
117.68.194.44,0,0,0,0,87
117.253.240.215,63,0,1,0,24
117.247.27.113,63,0,1,0,24
117.253.106.144,62,2,1,0,23
117.3.66.37,1,0,0,0,86
117.247.164.130,63,0,1,0,24
117.253.105.198,64,0,1,0,23
117.247.163.239,58,6,1,0,23
117.241.185.5,59,4,1,0,24
117.253.104.231,63,0,1,0,24
117.253.104.236,0,0,0,0,87
117.253.99.156,59,6,1,0,22
117.239.4.146,63,2,0,0,23
117.222.178.189,63,0,1,0,24
117.222.179.245,0,0,0,0,87
117.221.122.233,55,10,1,0,22
117.241.113.187,63,0,1,0,24
117.241.113.76,63,0,1,0,24
117.219.119.124,63,0,1,0,24
117.220.101.232,64,0,1,0,23
117.242.249.242,63,0,1,0,24
117.217.234.90,63,0,1,0,24
117.248.132.110,63,0,1,0,24
117.220.77.98,63,0,1,0,24
117.216.25.60,59,6,1,0,22
117.216.29.22,63,0,1,0,24
117.219.113.161,61,2,1,0,24
117.216.25.55,0,0,0,0,87
117.216.25.254,0,0,0,0,87
117.216.1.192,58,5,1,0,24
117.221.93.11,62,1,1,0,24
117.216.25.115,0,0,0,0,87
117.215.147.117,0,0,0,0,87
117.217.233.151,63,0,1,0,24
117.216.29.148,59,5,1,0,23
117.216.0.77,0,0,0,0,87
117.211.44.90,60,6,1,0,21
117.211.40.208,62,1,1,0,24
117.211.47.85,63,0,1,0,24
117.216.28.248,0,0,0,0,87
117.211.6.8,63,0,1,0,24
117.216.0.209,59,4,1,0,24
117.215.146.224,63,1,1,0,23
117.211.44.209,0,0,0,0,87
117.215.146.65,63,0,1,0,24
117.216.20.24,60,2,1,0,25
117.214.152.50,63,1,1,0,23
117.215.145.5,0,0,0,0,87
117.212.162.242,63,0,1,0,24
117.211.40.167,63,0,1,0,24
117.211.40.163,62,7,0,0,19
117.211.47.194,64,0,1,0,23
117.211.43.69,63,1,1,0,23
117.211.43.73,57,7,1,0,23
117.211.43.48,63,1,1,0,23
117.215.144.195,63,0,1,0,24
117.211.40.134,62,3,0,0,23
117.217.232.174,64,0,1,0,23
117.212.170.39,63,0,1,0,24
117.217.232.128,0,0,0,0,87
117.215.249.179,61,6,0,0,21
117.211.43.24,55,8,1,0,24
117.216.30.151,57,8,0,0,23
117.212.173.94,63,0,1,0,24
117.211.33.214,0,0,0,0,87
117.211.37.188,57,9,1,0,21
117.211.33.227,0,0,0,0,87
117.211.37.18,0,0,0,0,87
117.216.16.246,58,6,1,0,23
117.216.2.212,64,0,1,0,23
117.216.26.55,60,4,0,0,24
117.211.40.114,60,5,0,0,23
117.211.39.3,0,0,0,0,87
117.211.37.144,58,6,1,0,23
117.211.42.38,57,6,1,0,24
117.216.26.174,0,0,0,0,87
117.215.1.80,63,0,1,0,24
117.211.37.139,58,6,1,0,23
117.216.5.255,62,1,1,0,24
117.211.46.36,63,0,1,0,24
117.216.30.1,57,9,0,0,22
117.211.36.4,0,0,0,0,87
117.211.46.205,57,8,1,0,22
117.211.39.130,64,0,1,0,23
117.201.72.173,0,0,0,0,87
117.211.46.138,58,5,1,0,24
117.211.39.166,62,1,1,0,24
117.212.173.140,60,5,1,0,22
117.212.169.239,60,4,0,0,24
117.211.39.131,57,9,1,0,21
117.216.3.250,0,0,0,0,87
117.211.39.164,63,0,1,0,24
117.214.210.236,60,4,1,0,23
117.214.249.237,63,1,0,0,24
117.212.172.242,57,9,1,0,21
117.211.32.61,0,0,0,0,87
117.212.18.65,0,0,0,0,87
117.211.41.30,55,11,1,0,21
117.212.164.95,63,0,1,0,24
117.214.246.148,0,0,0,0,87
117.212.164.77,54,10,1,0,23
117.212.163.212,0,0,0,0,87
117.212.172.139,58,6,1,0,23
117.211.38.165,60,6,1,0,21
117.211.41.216,58,6,1,0,23
117.211.38.162,63,0,1,0,24
117.212.164.134,55,14,1,0,18
117.212.168.174,63,1,1,0,23
117.211.11.158,61,4,2,0,21
117.212.160.113,59,4,1,0,24
117.211.41.102,59,5,0,0,24
117.197.3.153,62,2,0,0,24
117.211.40.81,58,5,1,0,24
117.199.200.39,64,0,1,0,23
117.211.32.12,0,0,0,0,87
117.212.171.193,57,8,1,0,22
117.208.74.8,63,0,1,0,24
117.204.140.40,58,5,1,0,24
117.197.1.102,0,0,0,0,87
117.198.249.175,0,0,0,0,87
117.197.6.75,64,0,1,0,23
117.200.135.67,64,0,1,0,23
117.200.230.161,0,0,0,0,87
117.198.249.246,64,0,1,0,23
117.207.10.128,0,0,0,0,87
117.197.25.234,62,1,0,0,25
117.204.157.152,0,0,0,0,87
117.205.145.65,63,0,1,0,24
117.201.17.229,0,0,0,0,87
117.205.145.131,63,0,1,0,24
117.205.111.31,64,0,1,0,23
117.205.151.16,64,0,1,0,23
117.197.0.59,62,2,0,0,24
117.198.173.183,62,4,0,0,22
117.197.24.62,0,0,0,0,87
117.194.165.167,55,9,1,0,23
117.200.94.254,0,0,0,0,87
117.203.8.69,63,0,1,0,24
117.200.92.185,63,0,1,0,24
117.194.206.115,63,0,1,0,24
117.198.171.165,64,0,1,0,23
117.197.50.245,63,1,1,0,23
117.194.205.95,0,0,0,0,87
117.200.90.210,63,0,1,0,24
117.194.205.71,0,0,0,0,87
117.200.91.25,64,0,1,0,23
117.196.75.43,64,0,1,0,23
117.200.90.251,63,0,1,0,24
117.197.149.86,64,0,1,0,23
117.197.15.106,0,0,0,0,87
117.201.77.45,0,0,0,0,87
117.197.173.250,0,0,0,0,87
117.197.5.225,62,1,0,0,25
117.194.205.235,0,0,0,0,87
117.198.246.106,63,0,1,0,24
117.198.161.181,59,6,1,0,22
117.207.35.195,63,0,1,0,24
117.199.43.31,63,0,1,0,24
117.197.9.32,62,2,0,0,24
117.197.9.62,0,0,0,0,87
117.207.239.176,61,5,0,0,22
117.198.244.75,63,1,1,0,23
117.194.203.226,0,0,0,0,87
117.197.169.77,63,1,1,0,23
117.194.203.132,63,0,1,0,24
117.198.243.14,59,4,1,0,24
117.197.84.133,63,1,1,0,23
117.197.4.35,0,0,0,0,87
116.68.101.133,61,3,1,0,23
117.194.150.57,59,6,0,0,23
117.197.8.105,63,0,1,0,24
117.195.211.11,0,0,0,0,87
117.199.216.195,63,0,1,0,24
117.197.168.209,63,0,1,0,24
117.195.109.99,63,0,1,0,24
117.195.147.98,0,0,0,0,87
117.197.11.5,62,2,1,0,23
117.194.201.119,63,0,1,0,24
117.194.97.30,0,0,0,0,87
117.196.19.184,62,2,0,0,24
117.197.154.180,63,3,1,0,21
117.197.7.41,63,1,1,0,23
117.194.198.155,63,0,1,0,24
117.193.109.60,63,0,1,0,24
117.194.67.123,63,0,1,0,24
117.194.228.170,64,0,1,0,23
117.194.196.218,0,0,0,0,87
117.194.224.225,63,1,1,0,23
117.194.174.100,58,5,1,0,24
117.194.206.26,0,0,0,0,87
116.105.16.89,0,0,0,0,87
116.203.185.64,63,1,0,0,24
114.40.129.215,64,1,1,0,22
114.42.182.53,0,0,0,0,87
114.46.210.78,0,0,0,0,87
114.39.35.43,62,1,0,0,25
114.38.104.126,0,0,0,0,87
114.45.21.176,0,0,0,0,87
114.37.38.66,0,0,0,0,87
114.39.30.228,0,0,0,0,87
114.39.201.157,63,2,0,0,23
115.242.247.86,63,0,1,0,24
114.46.142.70,0,0,0,0,87
114.37.138.235,63,1,0,0,25
114.39.154.218,64,0,0,0,24
114.39.160.78,0,0,0,0,87
114.39.165.137,0,0,0,0,87
114.41.11.248,0,0,0,0,87
114.37.12.90,0,0,0,0,87
114.38.7.67,63,0,1,0,24
114.39.11.252,0,0,0,0,87
114.37.1.19,0,0,0,0,87
114.41.223.78,0,0,0,0,87
114.41.222.161,61,1,0,0,26
114.37.118.151,63,0,0,0,25
114.41.168.121,0,0,0,0,87
114.38.59.200,62,1,0,0,25
114.38.45.121,0,0,0,0,87
114.36.189.221,0,0,0,0,87
114.38.45.71,0,0,0,0,87
114.38.40.180,0,0,0,0,87
115.165.214.110,61,4,1,0,22
114.43.183.143,61,2,0,0,25
114.93.187.166,63,1,1,0,23
114.47.175.187,62,1,0,0,25
114.38.211.239,0,0,0,0,87
114.42.65.24,0,0,0,0,87
114.32.213.135,63,2,0,0,23
114.32.184.121,57,8,2,0,21
114.38.38.140,0,0,0,0,87
114.47.165.172,0,0,0,0,87
114.40.143.132,64,0,1,0,23
114.40.143.25,62,2,0,0,24
114.38.200.66,0,0,0,0,87
114.42.206.246,0,0,0,0,87
114.40.166.88,0,0,0,0,87
114.42.223.58,0,0,0,0,87
114.27.97.120,0,0,0,0,87
114.27.84.41,0,0,0,0,87
114.27.8.52,0,0,0,0,87
114.143.182.226,63,2,0,0,23
114.27.214.233,0,0,0,0,87
114.239.50.230,0,0,0,0,87
114.239.102.50,63,1,0,0,24
114.27.168.132,0,0,0,0,87
114.25.77.203,0,0,0,0,87
114.27.203.206,0,0,0,0,87
114.27.19.95,0,0,0,0,87
114.25.36.216,0,0,0,0,87
114.25.21.249,0,0,0,0,87
114.27.140.236,0,0,0,0,87
114.25.36.170,0,0,0,0,87
114.25.181.172,64,1,0,0,23
114.24.218.221,0,0,0,0,87
114.27.131.39,63,1,0,0,24
114.25.111.73,0,0,0,0,87
114.24.19.63,64,0,1,0,23
113.26.203.0,61,2,0,0,25
113.88.239.29,0,0,0,0,87
113.193.82.33,63,0,1,0,24
113.20.118.50,65,1,1,0,21
113.183.60.34,63,1,0,0,24
112.66.108.52,0,0,0,0,87
113.172.96.242,62,1,0,0,25
113.175.9.202,59,4,1,0,24
112.78.3.81,61,6,1,0,20
113.163.202.118,62,1,2,0,23
113.174.43.253,63,1,0,0,24
113.172.222.120,62,2,0,0,24
113.162.78.58,63,0,1,0,24
113.162.244.1,64,1,0,0,23
113.162.244.36,63,3,0,0,22
113.167.37.174,63,0,1,0,24
113.160.56.58,62,3,0,0,23
112.72.153.32,61,2,1,0,24
113.172.132.245,62,1,0,0,25
112.66.110.12,0,0,0,0,87
111.253.217.204,63,2,1,0,22
111.255.13.73,62,2,0,0,24
111.255.12.24,62,1,0,0,25
111.242.136.247,62,1,0,0,25
111.253.198.241,63,1,0,0,24
112.205.66.86,63,0,1,0,24
111.243.39.224,0,0,0,0,87
111.254.46.163,0,0,0,0,87
111.254.46.140,0,0,0,0,87
111.92.76.126,0,0,0,0,87
111.254.34.174,63,1,0,0,24
111.243.139.73,63,1,0,0,24
112.104.36.49,0,0,0,0,87
111.252.231.8,0,0,0,0,87
111.254.235.214,0,0,0,0,87
111.252.157.39,0,0,0,0,87
111.254.203.217,0,0,0,0,87
111.254.209.236,64,1,0,0,23
111.250.161.218,63,2,2,0,21
110.77.236.58,63,1,0,0,24
111.249.205.219,60,6,1,0,21
111.246.95.177,0,0,0,0,87
109.197.81.46,54,11,1,0,22
109.122.20.70,63,0,1,0,24
109.122.22.254,63,0,1,0,24
110.137.195.231,62,2,0,0,24
109.184.58.67,63,1,0,0,24
109.184.102.88,0,0,0,0,87
109.125.161.182,62,1,0,0,25
109.125.164.207,64,0,1,0,23
109.175.4.86,62,2,1,0,23
109.125.164.133,63,0,1,0,24
109.115.187.31,59,5,2,0,22
109.111.8.12,60,5,2,0,21
109.125.160.189,63,0,0,0,25
109.125.161.105,63,0,1,0,24
109.173.62.108,64,2,1,0,21
109.191.53.189,0,0,0,0,87
109.168.188.48,0,0,0,0,87
106.51.5.134,62,1,1,0,24
106.51.19.224,62,4,1,0,21
105.110.68.85,0,0,0,0,87
103.49.228.10,62,3,0,0,23
104.131.110.81,62,3,1,0,22
103.225.95.34,64,2,1,0,21
103.21.77.110,58,8,0,0,22
1.85.217.29,63,1,0,0,24
1.85.217.4,63,1,0,0,24
101.0.34.57,0,0,0,0,87
1.85.219.155,0,0,0,0,87
101.109.202.20,0,0,0,0,87
1.53.41.81,0,0,0,0,87
1.170.164.166,0,0,0,0,87
1.85.42.195,62,4,1,0,21
1.170.115.86,0,0,0,0,87
1.161.152.212,62,2,0,0,24
1.53.143.215,0,0,0,0,87
1.170.65.131,0,0,0,0,87
1.160.226.63,0,0,0,0,87
1.170.104.243,0,0,0,0,87
1.170.109.74,0,0,0,0,87
1.170.62.178,0,0,0,0,87
1.173.163.236,0,0,0,0,87
1.173.161.115,0,0,0,0,87
1.160.170.139,62,1,0,0,25
1.52.125.113,62,3,1,0,22
